durations,speakers,titles,views,hashtags
 9:42,Kirby Ferguson,Embrace the remix,1.3M,"Persuasive, Informative"
18:30,Joshua Prager,In search of the man who broke my neck,1.3M,"Inspiring, Courageous"
21:28,Karen Armstrong,My wish: The Charter for Compassion,1.3M,"Inspiring, Persuasive"
18:33,Jessica Jackley,"Poverty, money — and love",1.3M,"Inspiring, Beautiful"
13:21,Oded Shoseyov,How we're harnessing nature's hidden superpowers,1.3M,"Informative, Fascinating"
25:35,Dave Eggers,My wish: Once Upon a School,1.3M,"Inspiring, Funny"
15:17,Christine Sun Kim,The enchanting music of sign language,1.3M,"Beautiful, Inspiring"
 2:56,Mitchell Joachim,"Don't build your home, grow it!",1.3M,"Ingenious, Fascinating"
15:44,Elizabeth Lesser,Say your truths and seek them in others,1.3M,"Inspiring, Beautiful"
13:56,Jill Farrant,How we can make crops survive without water,1.3M,"Informative, Fascinating"
11:59,Andrew Blum,Discover the physical side of the internet,1.3M,"Informative, Fascinating"
14:20,Peter Calthorpe,7 principles for building better cities,1.3M,"Informative, Inspiring"
 6:23,Eythor Bender,Human exoskeletons — for war and healing,1.3M,"Inspiring, Ingenious"
15:08,Jeremy Heimans,What new power looks like,1.3M,"Informative, Inspiring"
10:40,Ralph Langner,"Cracking Stuxnet, a 21st-century cyber weapon",1.3M,"Informative, Fascinating"
 7:20,Boniface Mwangi,The day I stood up alone,1.3M,"Courageous, Inspiring"
 4:38,Bassam Tariq,The beauty and diversity of Muslim life,1.3M,"Inspiring, Beautiful"
12:58,Eve Ensler,"Suddenly, my body",1.3M,"Inspiring, Courageous"
 9:56,Rodney Brooks,Why we will rely on robots,1.3M,"Informative, Fascinating"
18:37,David Autor,Will automation take away all our jobs?,1.3M,"Informative, Persuasive"
19:28,Brian Goldman,Doctors make mistakes. Can we talk about that?,1.3M,"Courageous, Inspiring"
10:44,Michael Botticelli,Addiction is a disease. We should treat it like one,1.3M,"Courageous, Inspiring"
15:25,David Anderson,Your brain is more than a bag of chemicals,1.3M,"Informative, Fascinating"
16:58,Atul Gawande,Want to get great at something? Get a coach,1.3M,"Inspiring, Informative"
 9:35,George Tulevski,The next step in nanotechnology,1.3M,"Informative, Fascinating"
12:58,Carrie Poppy,A scientific approach to the paranormal,1.3M,"Funny, Informative"
 4:12,Eman Mohammed,The courage to tell a hidden story,1.3M,"Courageous, Inspiring"
17:58,Christiane Amanpour and Chris Anderson,How to seek truth in the era of fake news,1.3M,"Informative, Inspiring"
21:04,Martine Rothblatt,"My daughter, my wife, our robot, and the quest for immortality",1.3M,"Fascinating, Inspiring"
18:53,Chris Anderson,How web video powers global innovation,1.3M,"Inspiring, Persuasive"
14:59,John Searle,Our shared condition — consciousness,1.3M,"Informative, Fascinating"
14:25,Amy Adele Hasinoff,How to practice safe sexting,1.3M,"Informative, Persuasive"
20:13,Michael Tilson Thomas,Music and emotion through time,1.3M,"Inspiring, Fascinating"
17:42,Zeynep Tufekci,Machine intelligence makes human morals more important,1.3M,"Informative, Persuasive"
11:55,Michele L. Sullivan,"Asking for help is a strength, not a weakness",1.3M,"Inspiring, Courageous"
15:57,Helen Czerski,The fascinating physics of everyday life,1.3M,"Informative, Inspiring"
12:39,Justin Davidson,Why glass towers are bad for city life — and what we need instead,1.3M,"Informative, Persuasive"
 5:50,Sunni Brown,"Doodlers, unite!",1.3M,"Informative, Inspiring"
15:51,Robert Sapolsky,The biology of our best and worst selves,1.3M,"Informative, Fascinating"
13:14,Tal Golesworthy,How I repaired my own heart,1.3M,"Ingenious, Inspiring"
17:35,Siddhartha Mukherjee,"Soon we'll cure diseases with a cell, not a pill",1.3M,"Informative, Fascinating"
14:20,Tiffany Watt Smith,The history of human emotions,1.3M,"Informative, Fascinating"
 4:37,Aziz Abu Sarah,"For more tolerance, we need more ... tourism?",1.3M,"Inspiring, Beautiful"
15:57,Ursus Wehrli,Tidying up art,1.3M,"Funny, Ingenious"
 4:17,Rodrigo y Gabriela,An electrifying acoustic guitar performance,1.3M,"Beautiful, Fascinating"
15:09,Amel Karboul,The global learning crisis — and what to do about it,1.3M,"Inspiring, Informative"
13:15,Jay Silver,"Hack a banana, make a keyboard!",1.3M,"Ingenious, Inspiring"
18:46,Elizabeth Blackburn,The science of cells that never get old,1.3M,"Informative, Inspiring"
 9:21,Nikolai Begg,A tool to fix one of the most dangerous moments in surgery,1.3M,"Ingenious, Informative"
17:39,Paul Pholeros,How to reduce poverty? Fix homes,1.3M,"Inspiring, Ingenious"
22:59,Stewart Brand and Mark Z. Jacobson,Debate: Does the world need nuclear energy?,1.3M,"Informative, Persuasive"
15:34,Andres Lozano,"Parkinson's, depression and the switch that might turn them off",1.3M,"Fascinating, Informative"
17:31,Patrick Awuah,How to educate leaders? Liberal arts,1.3M,"Inspiring, Courageous"
15:00,Alessandro Acquisti,What will a future without secrets look like?,1.3M,"Informative, Persuasive"
 9:36,The Lady Lifers,A moving song from women in prison for life,1.3M,"Beautiful, Courageous"
12:01,Robb Willer,How to have better political conversations,1.3M,"Informative, Inspiring"
11:51,Sara DeWitt,3 fears about screen time for kids — and why they're not true,1.3M,"Informative, Persuasive"
14:44,Robyn Stein DeLuca,The good news about PMS,1.3M,"Informative, Persuasive"
10:51,Thomas Thwaites,How I built a toaster — from scratch,1.3M,"Funny, Ingenious"
15:38,Wendy Freedman,This telescope might show us the beginning of the universe,1.3M,"Informative, Fascinating"
11:32,Patrícia Medici,The coolest animal you know nothing about ... and how we can save it,1.3M,"Inspiring, Informative"
12:41,Don Norman,3 ways good design makes you happy,1.3M,"Funny, Inspiring"
18:57,Miguel Nicolelis,Brain-to-brain communication has arrived. How we did it,1.3M,"Fascinating, Inspiring"
15:25,Beau Lotto and Amy O'Toole,"Science is for everyone, kids included",1.3M,"Inspiring, Fascinating"
 6:42,Liza Donnelly,Drawing on humor for change,1.3M,"Funny, Inspiring"
20:24,Dan Barber,A foie gras parable,1.3M,"Inspiring, Fascinating"
 6:43,Henry Lin,"What we can learn from galaxies far, far away",1.3M,"Informative, Inspiring"
13:50,Kandice Sumner,How America's public schools keep kids in poverty,1.3M,"Inspiring, Informative"
13:37,Noriko Arai,Can a robot pass a university entrance exam?,1.2M,"Informative, Fascinating"
18:39,Misha Glenny,Hire the hackers!,1.2M,"Informative, Persuasive"
13:35,Bruno Torturra,Got a smartphone? Start broadcasting,1.2M,"Informative, Inspiring"
17:51,James Hansen,Why I must speak out about climate change,1.2M,"Persuasive, Informative"
11:08,Elizabeth Lesser,"Take ""the Other"" to lunch",1.2M,"Inspiring, Persuasive"
19:45,Laurie Santos,A monkey economy as irrational as ours,1.2M,"Fascinating, Informative"
19:42,Paul Root Wolpe,It's time to question bio-engineering,1.2M,"Fascinating, Informative"
23:07,Michael Merzenich,Growing evidence of brain plasticity,1.2M,"Informative, Fascinating"
20:11,Deeyah Khan,What we don't know about Europe's Muslim kids,1.2M,"Courageous, Inspiring"
 8:05,Negin Farsad,A highly scientific taxonomy of haters,1.2M,"Funny, Courageous"
16:11,Anjali Kumar,My failed mission to find God — and what I found instead,1.2M,"Beautiful, Inspiring"
15:43,Ajit Narayanan,A word game to communicate in any language,1.2M,"Inspiring, Fascinating"
12:45,Edith Widder,"The weird, wonderful world of bioluminescence",1.2M,"Fascinating, Beautiful"
13:59,Clay Shirky,Why SOPA is a bad idea,1.2M,"Informative, Persuasive"
12:31,Danny Hillis,The Internet could crash. We need a Plan B,1.2M,"Informative, Persuasive"
 4:21,Lee Mokobe,A powerful poem about what it feels like to be transgender,1.2M,"Inspiring, Courageous"
17:35,Stuart Russell,3 principles for creating safer AI,1.2M,"Informative, Fascinating"
17:07,Tiq Milan and Kim Katrin Milan,A queer vision of love and marriage,1.2M,"Beautiful, Inspiring"
14:12,Suzanne Talhouk,Don't kill your language,1.2M,"Inspiring, Beautiful"
21:23,Jill Tarter,Join the SETI search,1.2M,"Inspiring, Fascinating"
15:38,Michael Murphy,Architecture that's built to heal,1.2M,"Inspiring, Beautiful"
19:46,Rachel Botsman,The currency of the new economy is trust,1.2M,"Inspiring, Informative"
15:59,John Maeda,Designing for simplicity,1.2M,"Funny, Inspiring"
11:08,Liz Hajek,What rivers can tell us about the earth's history,1.2M,"Informative, Fascinating"
 9:22,Trevor Aaronson,How this FBI strategy is actually creating US-based terrorists,1.2M,"Informative, Courageous"
16:27,Sharon Brous,It's time to reclaim religion,1.2M,"Inspiring, Beautiful"
18:38,David Miliband,The refugee crisis is a test of our character,1.2M,"Inspiring, Courageous"
16:53,Norman Spack,How I help transgender teens become who they want to be,1.2M,"Informative, Inspiring"
13:29,Markham Nolan,How to separate fact and fiction online,1.2M,"Informative, Fascinating"
16:00,David Byrne,How architecture helped music evolve,1.2M,"Fascinating, Informative"
 7:47,Susan Robinson,How I fail at being disabled,1.2M,"Funny, Inspiring"
 9:28,Franz Freudenthal,A new way to heal hearts without surgery,1.2M,"Inspiring, Ingenious"
18:23,Rebecca Brachman,Could a drug prevent depression and PTSD?,1.2M,"Informative, Fascinating"
12:38,Memory Banda,A warrior’s cry against child marriage,1.2M,"Inspiring, Courageous"
11:37,Ashton Applewhite,Let's end ageism,1.2M,"Inspiring, Persuasive"
12:43,R. Luke DuBois,Insightful human portraits made from data,1.2M,"Fascinating, Ingenious"
 8:39,Karoliina Korppoo,How a video game might help us build better cities,1.2M,"Informative, Inspiring"
 9:30,Topher White,What can save the rainforest? Your used cell phone,1.2M,"Ingenious, Inspiring"
15:56,David Camarillo,Why helmets don't prevent concussions — and what might,1.2M,"Informative, Fascinating"
13:38,Angela Wang,How China is changing the future of shopping,1.2M,"Informative, Fascinating"
14:48,Suzanne Barakat,Islamophobia killed my brother. Let's end the hate,1.2M,"Courageous, Inspiring"
14:00,Cheyenne Cochrane,A celebration of natural hair,1.2M,"Inspiring, Beautiful"
12:01,Abha Dawesar,"Life in the ""digital now""",1.2M,"Inspiring, Persuasive"
19:54,Eve Ensler,Embrace your inner girl,1.2M,"Inspiring, Courageous"
12:10,Jimmy Lin,A simple new blood test that can catch cancer early,1.2M,"Informative, Inspiring"
19:14,Elizabeth Pisani,"Sex, drugs and HIV — let's get rational",1.2M,"Persuasive, Informative"
17:53,Sara Menker,A global food crisis may be less than a decade away,1.2M,"Informative, Inspiring"
19:19,Andrew Bird,A one-man orchestra of the imagination,1.2M,"Beautiful, Inspiring"
13:26,Fred Swaniker,"The leaders who ruined Africa, and the generation who can fix it",1.2M,"Inspiring, Informative"
13:58,Manu Prakash,Lifesaving scientific tools made of paper,1.2M,"Inspiring, Ingenious"
19:11,Robert Wright,Progress is not a zero-sum game,1.2M,"Funny, Inspiring"
 7:14,Julian Treasure,Shh! Sound health in 8 steps,1.2M,"Informative, Persuasive"
14:39,Michael Green,How we can make the world a better place by 2030,1.2M,"Informative, Inspiring"
18:32,Clay Shirky,How the Internet will (one day) transform government,1.2M,"Inspiring, Persuasive"
13:53,James A. White Sr.,The little problem I had renting a house,1.2M,"Inspiring, Courageous"
18:07,Leyla Acaroglu,Paper beats plastic? How to rethink environmental folklore,1.2M,"Informative, Persuasive"
 9:29,Chieko Asakawa,How new technology helps blind people explore the world,1.2M,"Inspiring, Courageous"
 9:03,Neil Burgess,How your brain tells you where you are,1.2M,"Informative, Fascinating"
 5:00,Jeff Smith,Lessons in business ... from prison,1.2M,"Informative, Persuasive"
 9:20,Miranda Wang and Jeanny Yao,Two young scientists break down plastics with bacteria,1.2M,"Inspiring, Informative"
19:25,Marc Goodman,A vision of crimes in the future,1.2M,"Informative, Persuasive"
 4:39,Alison Killing,"There’s a better way to die, and architecture can help",1.2M,"Informative, Inspiring"
19:16,Chetan Bhatt,Dare to refuse the origin myths that claim who you are,1.2M,"Inspiring, Informative"
16:31,Charles Limb,Your brain on improv,1.2M,"Fascinating, Informative"
19:48,Margrethe Vestager,The new age of corporate monopolies,1.2M,"Informative, Persuasive"
24:21,Sebastian Thrun and Chris Anderson,What AI is — and isn't,1.2M,"Fascinating, Informative"
 4:11,Tal Danino,Programming bacteria to detect cancer (and maybe treat it),1.2M,"Informative, Fascinating"
14:55,Miguel Nicolelis,"A monkey that controls a robot with its thoughts. No, really.",1.2M,"Fascinating, Ingenious"
 3:00,Malcolm London,"""High School Training Ground""",1.2M,"Inspiring, Beautiful"
 9:51,Julian Treasure,Why architects need to use their ears,1.2M,"Informative, Persuasive"
14:44,Gretchen Carlson,How we can end sexual harassment at work,1.2M,"Courageous, Inspiring"
 5:07,Robert Full,"The secrets of nature's grossest creatures, channeled into robots",1.2M,"Fascinating, Informative"
12:22,Michael Green,Why we should build wooden skyscrapers,1.2M,"Inspiring, Informative"
17:09,Benoit Mandelbrot,Fractals and the art of roughness,1.2M,"Fascinating, Beautiful"
 4:28,David Lang,My underwater robot,1.2M,"Inspiring, Ingenious"
14:21,Tracy Chevalier,Finding the story inside the painting,1.2M,"Beautiful, Inspiring"
 9:39,Todd Coleman,A temporary tattoo that brings hospital care to the home,1.2M,"Informative, Ingenious"
12:23,Susan Etlinger,What do we do with all this big data?,1.2M,"Informative, Inspiring"
 9:03,Triona McGrath,How pollution is changing the ocean's chemistry,1.2M,"Informative, Persuasive"
 5:24,Jessi Arrington,Wearing nothing new,1.2M,"Inspiring, Beautiful"
14:41,Anders Fjellberg,Two nameless bodies washed up on the beach. Here are their stories,1.2M,"Informative, Courageous"
13:21,Pam  Warhurst,How we can eat our landscapes,1.2M,"Inspiring, Persuasive"
11:53,Victor Rios,Help for kids the education system ignores,1.2M,"Inspiring, Courageous"
13:03,Thomas Insel,Toward a new understanding of mental illness,1.2M,"Informative, Fascinating"
 9:57,Sinéad Burke,Why design should include everyone,1.2M,"Inspiring, Courageous"
11:38,Laura Carstensen,Older people are happier,1.2M,"Informative, Inspiring"
13:58,Michael Shellenberger,How fear of nuclear power is hurting the environment,1.2M,"Informative, Persuasive"
11:17,Jorge Soto,The future of early cancer detection?,1.2M,"Inspiring, Ingenious"
 4:24,Siegfried Woldhek,The search for the true face of Leonardo,1.2M,"Fascinating, Persuasive"
 7:35,Joy Sun,Should you donate differently?,1.2M,"Informative, Inspiring"
10:54,Gavin Pretor-Pinney,Cloudy with a chance of joy,1.2M,"Beautiful, Inspiring"
13:24,Pia Mancini,How to upgrade democracy for the Internet era,1.2M,"Inspiring, Courageous"
18:29,Kailash Satyarthi,How to make peace? Get angry,1.2M,"Inspiring, Courageous"
16:28,Melinda Gates,What nonprofits can learn from Coca-Cola,1.2M,"Inspiring, Persuasive"
16:35,Moshe Szyf,How early life experience is written into DNA,1.2M,"Informative, Fascinating"
23:34,Cameron Sinclair,My wish: A call for open-source architecture,1.2M,"Inspiring, Ingenious"
 8:51,Stefana Broadbent,How the Internet enables intimacy,1.2M,"Informative, Fascinating"
17:39,Andrew Connolly,What's the next window into our universe?,1.2M,"Informative, Fascinating"
16:25,Sheila Patek,The shrimp with a kick!,1.2M,"Fascinating, Informative"
 3:46,Renny Gleeson,Our antisocial phone tricks,1.2M,"Funny, Persuasive"
 6:23,Sergei Lupashin,A flying camera ... on a leash,1.2M,"Informative, Fascinating"
 8:27,Jonas Eliasson,How to solve traffic jams,1.2M,"Informative, Persuasive"
 6:52,Martin Rees,Can we prevent the end of the world?,1.2M,"Informative, Inspiring"
12:46,Sisonke Msimang,"If a story moves you, act on it",1.2M,"Inspiring, Persuasive"
18:00,David Rothkopf,How fear drives American politics,1.2M,"Informative, Persuasive"
10:47,Fabien Cousteau,What I learned from spending 31 days underwater,1.2M,"Fascinating, Beautiful"
18:31,Jeff Hancock,The future of lying,1.2M,"Informative, Fascinating"
 6:18,Hod Lipson,"Building ""self-aware"" robots",1.2M,"Fascinating, Ingenious"
